date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:54:14	615/615	---M--	200	added ('OK')	image/svg+xml	etag:%2273f1e353496494bcfb5ca07439044b0d%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6426aa4b13f27173fb9a61f6_Frame%2012750.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6426aa4b13f27173fb9a61f6_Frame%2012750.svg	(from https://www.iambic.org/)
19:54:15	707/707	---M--	200	added ('OK')	image/svg+xml	etag:%22feb0cd9e3d9dc651fb9ed5c3c100f247%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64282f1f26a4729bf1a60e22_Make%20changes%20locally.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64282f1f26a4729bf1a60e22_Make%20changes%20locally.svg	(from https://www.iambic.org/)
19:54:16	857/857	---M--	200	added ('OK')	image/svg+xml	etag:%22f565d066db1d7782dc5d94b560b3ed5f%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642830ed17973b2e200c3300_IAMbic%20comment.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642830ed17973b2e200c3300_IAMbic%20comment.svg	(from https://www.iambic.org/)
19:54:17	968/968	---M--	200	added ('OK')	image/svg+xml	etag:%22389cffa8a78d21b13837b6c3dd9942ce%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642830edf5406618175e83a9_Developer%20Iteration.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642830edf5406618175e83a9_Developer%20Iteration.svg	(from https://www.iambic.org/)
19:54:18	274/274	---M--	200	added ('OK')	image/svg+xml	etag:%22b7879f3ac4c1cb716723892012f92222%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642830ed17973b08fc0c32e6_Peer%20approved.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642830ed17973b08fc0c32e6_Peer%20approved.svg	(from https://www.iambic.org/)
19:54:19	623/623	---M--	200	added ('OK')	image/svg+xml	etag:%222f59763a3e838972e865a4814cdf1cc7%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642830ed597397af17936226_IAMbic%20Apply.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642830ed597397af17936226_IAMbic%20Apply.svg	(from https://www.iambic.org/)
19:54:20	3256/3256	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d388540cdd55bf3eccde8ca4a5c0e%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642830edbb87cbc76c25bbfc_Group%2012703.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642830edbb87cbc76c25bbfc_Group%2012703.svg	(from https://www.iambic.org/)
19:54:21	110415/110415	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260b5a19a48833758ba92665428671d0b%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642847b307c9bb6492996ce7_Frame%2069814.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642847b307c9bb6492996ce7_Frame%2069814.svg	(from https://www.iambic.org/)
19:54:23	282293/282293	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fe9a24497a89cd6bda3f901686da86b8%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6430003d3b2a44448f47f94b_temporary-access-control-img-2.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6430003d3b2a44448f47f94b_temporary-access-control-img-2.svg	(from https://www.iambic.org/)
19:54:24	52310/52310	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226756923b3360cb8b218944287cf9e174%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642eb4c1d58cc7958d29f795_centralized-management-img.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642eb4c1d58cc7958d29f795_centralized-management-img.svg	(from https://www.iambic.org/)
19:54:24	10579/10579	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e48fe8be4d1360bcb6edb4abc848d19d%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284b526c28f49a32e733b4_Layer_1.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284b526c28f49a32e733b4_Layer_1.svg	(from https://www.iambic.org/)
19:54:25	14153/14153	---M--	200	added ('OK')	image/png	etag:%22594523c203e9fac112e879f60462f929%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284daaf54066872460dba8_Terminal%20(1).png	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284daaf54066872460dba8_Terminal%20(1).png	(from https://www.iambic.org/)
19:54:26	1463/1463	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22069eba0f6cdd780b4afc5f70e7fe003b%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284df926a4728b6ca85289_Frame%20(41).svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284df926a4728b6ca85289_Frame%20(41).svg	(from https://www.iambic.org/)
19:54:27	1737/1737	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c5736ff55eee9c70f24b9acbbf517db5%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284e22d683c474328993c8_Group%2012807.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284e22d683c474328993c8_Group%2012807.svg	(from https://www.iambic.org/)
19:54:28	3324/3324	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22df58054a761c7239edc25326c659db13%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6428507cd683c450b389d09b_Group%2012703%20(1).svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6428507cd683c450b389d09b_Group%2012703%20(1).svg	(from https://www.iambic.org/)
19:54:29	508/508	---M--	200	added ('OK')	image/svg+xml	etag:%226dfe9b60b2bb507acd7634f9b6b1d1a3%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642851062b8b8c049f4aa82d_Frame%2012813.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642851062b8b8c049f4aa82d_Frame%2012813.svg	(from https://www.iambic.org/)
19:54:30	3791/3791	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224f4cd6276bd145289be3224f77f6ebd5%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64285435f9d51ad4d284c051_Logo%20(18).svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64285435f9d51ad4d284c051_Logo%20(18).svg	(from https://www.iambic.org/)
19:54:31	564/564	---M--	200	added ('OK')	image/svg+xml	etag:%22e714dba1e58a6ef0260c7ae3d3186d90%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642921cca3e86e5a2e2a3822_Arrow%201%20(11).svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642921cca3e86e5a2e2a3822_Arrow%201%20(11).svg	(from https://www.iambic.org/)
19:54:34	136295/136295	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d21d5f72f6f0a538499718ceac57259e%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6437f6e08c5a7786e3dc8e84_Self%20Service%20-%20Tablet.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6437f6e08c5a7786e3dc8e84_Self%20Service%20-%20Tablet.svg	(from https://www.iambic.org/)
19:54:34	235931/235931	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a8b15c5ce39d778a06dd1fd989c6b068%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642d7b0b75d75b95046d33a3_more-image-new.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642d7b0b75d75b95046d33a3_more-image-new.svg	(from https://www.iambic.org/)
19:54:35	60941/60941	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22183ca1d778d0a6b0b726024324a084ad%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642b905fec49bb01e94c7f0d_Group%2012816.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642b905fec49bb01e94c7f0d_Group%2012816.svg	(from https://www.iambic.org/)
19:54:36	44190/44190	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222cc41efa34642e22916bd89c7694ce13%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642b9180801425f6e897ae68_Frame%2069871.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642b9180801425f6e897ae68_Frame%2069871.svg	(from https://www.iambic.org/)
19:54:37	18209/18209	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226538c5038c0d7ce91d6e916cdf9cc0ec%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642b914b801425624797aab6_Group%2012817.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642b914b801425624797aab6_Group%2012817.svg	(from https://www.iambic.org/)
19:54:37	17219/17219	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228cc404d15ef7bfb2d93b7835f9fa1f0b%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642b9165ab59d4b44be1ddd6_Frame%2069873.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/642b9165ab59d4b44be1ddd6_Frame%2069873.svg	(from https://www.iambic.org/)
19:54:40	108213/108213	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a584e039d4ad99053bd7d0a331bc6ac4%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6437f716465a0401f890009e_Just-In-Time%20Access-1.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6437f716465a0401f890009e_Just-In-Time%20Access-1.svg	(from https://www.iambic.org/)
19:54:40	107845/107845	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221ff2feaa01d4831e9832856e9987eea5%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6437f72886f44bb2c1a10ab7_Just-In-Time%20Access.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6437f72886f44bb2c1a10ab7_Just-In-Time%20Access.svg	(from https://www.iambic.org/)
19:54:40	3304/3304	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ac62a193e18971d5a6369a0873c09221%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6426ae4323073db0d3dc5fdb_Group%2012706.svg	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/6426ae4323073db0d3dc5fdb_Group%2012706.svg	(from https://www.iambic.org/)
19:54:41	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2002:54:41%20GMT	https://www.iambic.org/privacy-policy	~/Documents/website3/www.iambic.org/privacy-policy.23.delayed	(from https://www.iambic.org/)
19:54:42	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2002:54:42%20GMT	https://www.iambic.org/terms-and-conditions	~/Documents/website3/www.iambic.org/terms-and-conditions	(from https://www.iambic.org/)
19:54:44	558123/558123	---M-Z	200	added ('OK')	text/javascript	etag:%22aebae65e42f94ccdb30c6885492ddd3c%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/js/webflow.3a929c82b.js	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/js/webflow.3a929c82b.js	(from https://www.iambic.org/)
19:54:44	16708/16708	---M--	200	added ('OK')	application/octet-stream	etag:%2268c477c4c76baab3a8d1ef6a55aa986f%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64268ec9801fed4c32d5a4ac_Inter%20Regular.woff2	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64268ec9801fed4c32d5a4ac_Inter%20Regular.woff2	(from https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/css/iambic-web.webflow.2cb540ec1.min.css)
19:54:46	25836/25836	---M--	200	added ('OK')	application/octet-stream	etag:%225c308b2a727e80a0018eb36e06bf3b6b%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64268ec9801fed0735d5a4b4_Plus%20Jakarta%20Sans%20bold.woff2	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64268ec9801fed0735d5a4b4_Plus%20Jakarta%20Sans%20bold.woff2	(from https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/css/iambic-web.webflow.2cb540ec1.min.css)
19:54:48	179880/179880	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2229ec88938cb4a1ec34abb5091c5dfaeb%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64268ec9801fed4170d5a4af_OverpassMono-Regular.ttf	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64268ec9801fed4170d5a4af_OverpassMono-Regular.ttf	(from https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/css/iambic-web.webflow.2cb540ec1.min.css)
19:54:48	309828/309828	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22079af0e2936ccb99b391ddc0bbb73dcb%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284c7e0cb3c88632857726_Inter-Regular.ttf	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284c7e0cb3c88632857726_Inter-Regular.ttf	(from https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/css/iambic-web.webflow.2cb540ec1.min.css)
19:54:50	179824/179824	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%224a8ddea0f18060a8c1de1fb5a428d720%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64268ec9801fed3ce7d5a4b3_OverpassMono-SemiBold.ttf	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64268ec9801fed3ce7d5a4b3_OverpassMono-SemiBold.ttf	(from https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/css/iambic-web.webflow.2cb540ec1.min.css)
19:54:50	179804/179804	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2283311b9e733a58e9fb4c5818dd5299c5%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64268ec9801fed7b91d5a4ad_OverpassMono-Bold.ttf	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64268ec9801fed7b91d5a4ad_OverpassMono-Bold.ttf	(from https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/css/iambic-web.webflow.2cb540ec1.min.css)
19:54:52	315756/315756	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2207a48beb92b401297a76ff9f6aedd0ed%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284c7ef5406662f960c6ba_Inter-SemiBold.ttf	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284c7ef5406662f960c6ba_Inter-SemiBold.ttf	(from https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/css/iambic-web.webflow.2cb540ec1.min.css)
19:54:53	255/255	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2008%20Sep%202023%2002:54:52%20GMT	https://uploads-ssl.webflow.com/robots.txt		(from https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/css/iambic-web.webflow.2cb540ec1.min.css)
19:54:53	314712/314712	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22ed533866b5c83114c7dddbcbc2288b19%22	https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284c7e69d01c43e30c3c4c_Inter-Medium.ttf	~/Documents/website3/uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/64284c7e69d01c43e30c3c4c_Inter-Medium.ttf	(from https://uploads-ssl.webflow.com/64268ec9801fed0f7dd5a48b/css/iambic-web.webflow.2cb540ec1.min.css)
19:54:53	0/-1	---M--	502	error ('')			https://www.iambic.org/privacy-policy	~/Documents/website3/www.iambic.org/privacy-policy	(from https://www.iambic.org/)
19:54:53	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2002:54:52%20GMT	https://www.iambic.org/terms-and-conditions	~/Documents/website3/www.iambic.org/terms-and-conditions	(from https://www.iambic.org/)
19:54:53	0/-1	---M--	502	error ('')			https://www.iambic.org/privacy-policy	~/Documents/website3/www.iambic.org/privacy-policy	(from https://www.iambic.org/)
19:54:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2002:54:53%20GMT	https://www.iambic.org/terms-and-conditions	~/Documents/website3/www.iambic.org/terms-and-conditions	(from https://www.iambic.org/)
